id,created_at,updated_at,post_id,prolific_id,session_id,condition,label
31,2024-10-15 17:36:12.484396+00:00,2024-10-15 17:36:12.484481+00:00,2663,66059aa0ce526bb967a61359,670ea7b0a139bbc8ce390731,label,3
32,2024-10-15 17:36:49.556226+00:00,2024-10-15 17:36:49.556295+00:00,2864,6647d385a03fca12ce7acc45,670ea7e1ebf53cf8ec59a194,no label,5
33,2024-10-15 17:37:01.686282+00:00,2024-10-15 17:37:01.686380+00:00,2445,5ce158b01d1060001a810a2d,670ea7e28cc653fcbf4b0c3c,label,4
34,2024-10-15 17:37:23.584129+00:00,2024-10-15 17:37:23.584201+00:00,2384,66da5b1cc2d9c3b39947324a,670ea81bb4e438ae46a92bd6,no label,5
35,2024-10-15 17:37:49.309039+00:00,2024-10-15 17:37:49.309136+00:00,2782,5d6c5cca8cb0f70001b1fac5,670ea843b0cb7bdc88c976e8,no label,6
36,2024-10-15 17:37:52.044701+00:00,2024-10-15 17:37:52.044814+00:00,2222,5a7e2829000dab00018c6081,670ea81ef8e780563c5d6886,no label,6
37,2024-10-15 17:39:03.402772+00:00,2024-10-15 17:39:03.402869+00:00,2244,5ea90125117dae3737b5e552,670ea83285b272bd88390543,no label,4
38,2024-10-15 17:41:27.160307+00:00,2024-10-15 17:41:27.160403+00:00,2354,61019fe1c6bc61fafe1c74fe,670ea91285b272bd8839057d,label,4
39,2024-10-15 17:43:52.894673+00:00,2024-10-15 17:43:52.894782+00:00,2650,5ecf40ccb218ec372490e3ea,670ea97bc56d28c4636cc8be,label,5
40,2024-10-15 17:44:40.416702+00:00,2024-10-15 17:44:40.416808+00:00,2920,60da4f9aa1ced7efeecca18a,670ea9b6f1a48a783a00ca0b,no label,5
41,2024-10-15 17:45:05.720820+00:00,2024-10-15 17:45:05.720919+00:00,2909,66350b4dc4c3fa6f738acc88,670ea9b78ce36e124113d8b8,no label,3
42,2024-10-15 17:45:34.947826+00:00,2024-10-15 17:45:34.947920+00:00,2434,5d76bf508da7af001b5fa26c,670eaa0dfb0c5edbfa3e125a,label,5
43,2024-10-15 17:45:36.187575+00:00,2024-10-15 17:45:36.187643+00:00,2098,5eace152e25d6800091dd418,670ea967a12f4285dba2ccca,no label,5
44,2024-10-15 17:46:13.839791+00:00,2024-10-15 17:46:13.839860+00:00,2204,5cb6d1aff4315f0001617ed5,670ea98d786618ac1b2f3b43,no label,2
